customerID;gender;tenure;MultipleLines;MonthlyCharges;StreamingTV;DeviceProtection;Contract;Churn
3030-YZADT;Male;9;No;44.95;No;No;Month-to-month;No
7410-KTVFV;Male;18;No;49.55;No;Yes;Month-to-month;No
5150-ITWWB;Male;3;Yes;94.85;Yes;No;Month-to-month;Yes
2253-KPMNB;Female;69;No phone service;46.25;No;Yes;Two year;No
1345-ZUKID;Male;14;No;19.35;No internet service;No internet service;One year;No
6429-SHBCB;Male;19;Yes;69.6;Yes;No;Month-to-month;No
9281-OFDMF;Male;39;Yes;90.7;No;No;Month-to-month;No
2603-HVKCG;Male;31;No;101.4;Yes;Yes;Month-to-month;No
1834-WULEG;Male;24;No;20.25;No internet service;No internet service;One year;No
9097-ZUBYC;Male;14;No;48.8;No;No;Month-to-month;No
5148-ORICT;Female;64;No;74.35;No;Yes;Two year;No
4893-GYUJU;Female;50;No;19.35;No internet service;No internet service;One year;No
4578-PHJYZ;Male;52;No;68.75;Yes;Yes;One year;No
7272-QDCKA;Male;28;Yes;100.2;Yes;No;One year;No
8908-SLFCJ;Female;21;No;20.85;No internet service;No internet service;Two year;No
8393-DLHGA;Male;25;No;95.9;Yes;No;Month-to-month;Yes
9766-HGEDE;Female;17;No;19.35;No internet service;No internet service;One year;No
6968-MHOMU;Male;58;No phone service;45;Yes;No;One year;No
7395-IGJOS;Male;17;No;81.5;No;No;Month-to-month;Yes
5044-XDPYX;Female;51;Yes;25.5;No internet service;No internet service;Two year;No
1814-WFGVS;Male;72;No phone service;48.9;Yes;Yes;Two year;No
2834-SPCJV;Male;52;No;84.1;Yes;No;Month-to-month;No
3721-WKIIL;Female;27;No;19.6;No internet service;No internet service;Two year;No
6734-CKRSM;Female;3;No;20;No internet service;No internet service;Month-to-month;Yes
1265-ZFOSD;Female;64;Yes;81.3;No;Yes;Two year;No
6568-POCUI;Female;45;No;95.2;Yes;No;Two year;No
7890-VYYWG;Male;3;No phone service;36.45;Yes;No;Month-to-month;Yes
5197-LQXXH;Female;71;Yes;83.3;Yes;Yes;Two year;No
9907-SWKKF;Female;1;No phone service;25.05;No;No;Month-to-month;Yes
3457-PQBYH;Female;58;No;20.3;No internet service;No internet service;Two year;No
7682-AZNDK;Male;34;No;89.85;Yes;Yes;Month-to-month;No
0587-DMGBH;Female;8;No;49.85;No;No;Month-to-month;No
5384-ZTTWP;Female;15;No;19.8;No internet service;No internet service;Month-to-month;No
3745-HRPHI;Male;66;No phone service;54.65;Yes;Yes;Two year;No
7636-OWBPG;Male;12;No phone service;29.35;No;No;Month-to-month;No
1231-YNDEK;Male;58;No;19.15;No internet service;No internet service;Two year;No
1407-DIGZV;Female;3;No;19.1;No internet service;No internet service;Two year;No
6397-JNZZG;Female;43;No phone service;55.55;Yes;Yes;Month-to-month;Yes
0570-BFQHT;Female;9;No;80.55;No;Yes;Month-to-month;No
4393-OBCRR;Female;3;No;20.25;No internet service;No internet service;One year;No
3523-QRQLL;Female;22;No;69.5;Yes;No;One year;No
8564-LDKFL;Male;40;Yes;106;Yes;Yes;One year;No
3696-DFHHB;Female;68;Yes;25.5;No internet service;No internet service;Two year;No
0895-DQHEW;Male;54;Yes;104.3;Yes;Yes;Month-to-month;No
4717-GHADL;Female;50;Yes;79.6;Yes;No;Two year;No
5501-TVMGM;Male;1;No;55.25;No;No;Month-to-month;Yes
5879-HMFFH;Female;72;Yes;88.05;Yes;Yes;Two year;No
6772-WFQRD;Male;40;No;20.4;No internet service;No internet service;One year;No
3810-DVDQQ;Female;72;Yes;117.6;Yes;Yes;Two year;No
6972-SNKKW;Female;6;No;20;No internet service;No internet service;Month-to-month;Yes
3694-GLTJM;Female;5;No;19.65;No internet service;No internet service;Month-to-month;Yes
8550-XSXUQ;Male;48;Yes;70.55;No;Yes;One year;No
8149-RSOUN;Female;1;Yes;93.85;Yes;No;Month-to-month;Yes
9055-MOJJJ;Female;64;No;65.8;Yes;No;One year;No
4359-INNWN;Female;17;No;20.05;No internet service;No internet service;One year;No
0585-EGDDA;Male;40;No;80;No;Yes;Month-to-month;No
4032-RMHCI;Female;41;No phone service;35.4;No;Yes;One year;No
0549-CYCQN;Male;51;Yes;79.6;No;No;One year;No
3481-JHUZH;Male;41;Yes;80.25;No;No;Month-to-month;No
7250-EQKIY;Female;1;No;50.45;No;Yes;Month-to-month;Yes
3594-IVHJZ;Female;2;No;20.45;No internet service;No internet service;Month-to-month;Yes
6869-FGJJC;Male;68;No;79.6;No;Yes;One year;No
3896-ZVNET;Female;24;Yes;24.7;No internet service;No internet service;Two year;No
8205-VSLRB;Male;70;Yes;77.3;No;Yes;Two year;No
5960-MVTUK;Male;3;No phone service;29.75;No;No;Month-to-month;No
6817-WTYHE;Male;2;No;44.9;No;No;Month-to-month;Yes
3082-VQXNH;Male;3;No phone service;29.8;No;No;Month-to-month;No
4013-UBXWQ;Female;7;Yes;74.65;Yes;No;Month-to-month;Yes
4931-TRZWN;Female;13;No;71.95;Yes;No;Month-to-month;No
0750-EKNGL;Male;7;No;20.75;No internet service;No internet service;Month-to-month;No
7669-LCRSD;Male;12;No;56.3;Yes;No;Month-to-month;No
3567-PQTSO;Male;53;Yes;105.25;Yes;Yes;One year;No
5519-NPHVG;Female;12;Yes;94.2;Yes;No;Month-to-month;Yes
8043-PNYSD;Male;63;No;19.55;No internet service;No internet service;Two year;No
9938-EKRGF;Female;15;No;84.45;Yes;Yes;Month-to-month;No
2703-AMTUL;Male;36;No;53.65;No;No;One year;No
0928-JMXNP;Male;4;No phone service;29.9;No;Yes;Month-to-month;No
8173-RXAYP;Female;24;No;19.7;No internet service;No internet service;Two year;No
4825-XJGDM;Female;61;No phone service;43.7;No;Yes;One year;No
5402-HTOTQ;Male;16;Yes;55.3;No;No;Month-to-month;No
6734-JDTTV;Male;65;No;19.85;No internet service;No internet service;Two year;No
7850-THJMU;Female;26;No;19.65;No internet service;No internet service;Two year;No
3890-RTCMS;Male;16;No;49.45;No;No;Month-to-month;No
8849-GYOKR;Female;54;Yes;106.55;Yes;No;One year;No
3148-BLQJT;Male;1;No;20.1;No internet service;No internet service;Month-to-month;Yes
3717-FDJFU;Male;5;No;20.45;No internet service;No internet service;Two year;No
3665-JATSN;Female;19;No phone service;39.7;No;No;Month-to-month;No
7966-YOTQW;Male;10;Yes;54.5;No;No;Month-to-month;No
0461-CVKMU;Female;23;No;83.8;No;Yes;Month-to-month;Yes
8806-EAGWC;Male;3;No;55.15;Yes;No;Month-to-month;Yes
8853-TZDGH;Female;72;Yes;111.6;Yes;Yes;Two year;No
7779-LGOVN;Male;10;Yes;86.65;No;No;Month-to-month;Yes
4324-BZCKL;Female;10;No;55.55;No;Yes;Month-to-month;No
6924-TDGMT;Male;11;No;20.55;No internet service;No internet service;One year;No
9710-ZUSHQ;Female;37;Yes;106.75;Yes;No;Month-to-month;Yes
1536-YHDOE;Male;17;Yes;62.1;No;No;One year;No
8123-QBNAZ;Female;36;Yes;104.5;Yes;Yes;Month-to-month;No
3629-ZNKXA;Male;17;No;101.8;Yes;Yes;Month-to-month;No
4827-LTQRJ;Female;66;Yes;110.6;Yes;No;One year;No
7711-YIJWC;Male;61;No;84.9;Yes;Yes;One year;No
5482-VXSXJ;Male;22;No;93.2;Yes;No;Month-to-month;No
7365-BVCJH;Male;1;No phone service;24.4;No;No;Month-to-month;No
9620-ENEJV;Female;6;No;70.55;No;No;Month-to-month;Yes
4183-WCSEP;Male;31;No;78.45;No;No;Month-to-month;Yes
2378-YIZKA;Female;68;No;85;Yes;Yes;Two year;No
5498-TXHLF;Female;34;Yes;87.45;Yes;Yes;Month-to-month;Yes
0689-DSXGL;Female;52;No;85.8;No;Yes;Month-to-month;No
6818-DJXAA;Female;10;No;91.1;Yes;Yes;Month-to-month;No
9722-UJOJR;Male;29;No;70.75;No;No;Month-to-month;Yes
0464-WJTKO;Female;72;No;20.1;No internet service;No internet service;Two year;No
8902-ZEOVF;Male;47;No;20.05;No internet service;No internet service;One year;No
6778-EICRF;Male;24;Yes;74.8;Yes;No;One year;No
2662-NNTDK;Male;65;Yes;24.8;No internet service;No internet service;One year;No
4132-KALRO;Female;4;Yes;100.85;Yes;No;Month-to-month;Yes
3902-FOIGH;Male;12;Yes;101.35;Yes;No;Month-to-month;Yes
6772-KSATR;Male;1;Yes;81.7;No;No;Month-to-month;Yes
7112-OPOTK;Male;33;No;68.25;No;No;Month-to-month;No
2874-YXVVA;Female;34;No;105.1;Yes;Yes;Month-to-month;No
1245-HARPS;Female;14;No;20.4;No internet service;No internet service;Two year;No
4210-QFJMF;Female;4;No;79.15;No;No;Month-to-month;Yes
4323-ELYYB;Male;13;No;20;No internet service;No internet service;One year;No
4293-ETKAP;Female;65;Yes;79.4;Yes;No;Two year;No
6064-PUPMC;Male;23;No;57.2;No;No;One year;No
6504-VBLFL;Male;55;No;58.6;No;Yes;Two year;No
6322-PJJDJ;Male;49;No;94.8;Yes;No;Two year;No
0330-BGYZE;Male;60;Yes;102.5;Yes;Yes;One year;No
1085-LDWAM;Female;69;No;20.35;No internet service;No internet service;One year;No
7586-ZATGZ;Male;40;Yes;84.9;Yes;No;Month-to-month;No
7197-VOJMM;Male;67;No;69.2;No;No;Two year;No
3318-OSATS;Male;35;Yes;95.45;Yes;No;Month-to-month;Yes
5828-AVIPD;Male;19;Yes;100.95;Yes;No;One year;No
1843-TLSGD;Female;13;No;20.85;No internet service;No internet service;Two year;No
9626-VFRGG;Female;41;Yes;88.5;Yes;No;Month-to-month;No
7075-BNDVQ;Female;4;No phone service;35;No;Yes;Month-to-month;No
9143-CANJF;Female;24;No;55.15;No;No;Month-to-month;No
7284-BUYEC;Female;5;No phone service;50.95;Yes;No;Month-to-month;Yes
2041-JIJCI;Female;5;Yes;64;No;No;Month-to-month;Yes
1086-LXKFY;Female;1;No;69.1;No;No;Month-to-month;Yes
4900-MSOMT;Female;72;Yes;80.2;Yes;Yes;Two year;No
2229-VWQJH;Female;24;No;49.3;No;Yes;Month-to-month;No
9194-GFVOI;Female;42;Yes;84.35;Yes;Yes;Two year;No
1336-EZFZY;Female;4;No;20.05;No internet service;No internet service;Month-to-month;Yes
4282-MSACW;Male;68;Yes;117.2;Yes;Yes;One year;No
1403-LKLIK;Female;33;No;20.1;No internet service;No internet service;One year;No
2636-ALXXZ;Female;1;No;69.6;No;No;Month-to-month;Yes
7774-OJSXI;Male;31;Yes;103.45;Yes;Yes;One year;No
7786-WBJYI;Female;4;Yes;77.95;No;No;Month-to-month;Yes
0136-IFMYD;Male;69;Yes;109.95;Yes;Yes;Two year;No
5144-TVGLP;Male;38;Yes;94.75;Yes;No;Month-to-month;No
9643-AVVWI;Female;3;No;80;No;No;Month-to-month;Yes
0253-ZTEOB;Female;48;Yes;79.65;Yes;No;Two year;No
2706-QZIHY;Female;15;Yes;25.2;No internet service;No internet service;Two year;No
6061-PQHMK;Female;25;No;19.9;No internet service;No internet service;One year;No
9885-CSMWE;Female;1;No;78.45;Yes;No;Month-to-month;Yes
6137-MFAJN;Female;48;No phone service;44.8;Yes;No;Month-to-month;No
9122-UMROB;Male;1;No;20.3;No internet service;No internet service;Month-to-month;Yes
4232-JGKIY;Male;1;No;19.2;No internet service;No internet service;Month-to-month;Yes
2402-TAIRZ;Female;37;No;80.05;No;Yes;One year;No
9659-ZTWSM;Male;66;Yes;107.35;Yes;Yes;One year;No
9139-TWBAS;Female;26;No phone service;47.85;Yes;Yes;One year;No
6685-GBWJZ;Male;63;No;70.8;Yes;No;One year;No
5016-ETTFF;Male;10;No phone service;29.5;No;Yes;Month-to-month;No
3866-MDTUB;Female;2;No;70.75;Yes;No;Month-to-month;Yes
2195-VVRJF;Male;18;No;59.1;No;No;Month-to-month;No
3913-RDSJZ;Female;64;Yes;25.55;No internet service;No internet service;Two year;No
8058-JMEQO;Female;9;Yes;84.45;No;No;Month-to-month;Yes
4203-QGNZA;Female;28;No;20.25;No internet service;No internet service;Month-to-month;No
5043-TRZWM;Female;1;No;75.55;No;Yes;Month-to-month;Yes
0697-ZMSWS;Male;4;Yes;85.65;No;No;Month-to-month;Yes
7657-DYEPJ;Male;38;No;70.15;Yes;Yes;One year;No
9494-BDNNC;Male;66;Yes;95.3;No;Yes;One year;No
1640-PLFMP;Female;1;No;70.25;No;No;Month-to-month;Yes
5366-OBVMR;Female;18;No;50.3;No;No;Month-to-month;No
8276-MQBYC;Male;51;Yes;97.8;Yes;Yes;Month-to-month;No
7644-OMVMY;Male;0;No;19.85;No internet service;No internet service;Two year;No
7593-XFKDI;Male;1;No;46.3;No;No;Month-to-month;Yes
4573-JKNAE;Male;12;No;19.35;No internet service;No internet service;Two year;No
0337-CNPZE;Female;41;Yes;106.3;Yes;Yes;Month-to-month;Yes
9817-APLHW;Male;12;Yes;25;No internet service;No internet service;Month-to-month;No
8380-MQINP;Female;55;No;20.3;No internet service;No internet service;Two year;No
0840-DFEZH;Female;7;Yes;75.35;No;No;Month-to-month;No
1513-XNPPH;Female;12;No;89.4;No;Yes;Month-to-month;Yes
8690-ZVLCL;Female;68;Yes;88;Yes;Yes;Two year;No
6015-VVHHE;Female;5;Yes;83.15;Yes;No;Month-to-month;Yes
1125-SNVCK;Female;49;No;43.8;No;No;Month-to-month;No
0384-LPITE;Male;40;No phone service;62.05;Yes;Yes;One year;No
4616-EWBNJ;Female;16;No;20.1;No internet service;No internet service;One year;No
6347-DCUIK;Male;10;Yes;74.15;No;No;Month-to-month;Yes
1335-HQMKX;Female;72;Yes;101.35;Yes;Yes;One year;No
2545-EBUPK;Female;2;Yes;84.05;No;No;Month-to-month;Yes
6923-AQONU;Male;23;No;20.9;No internet service;No internet service;Two year;No
2172-EJXVF;Female;71;Yes;105.9;Yes;Yes;One year;No
0897-FEGMU;Female;11;Yes;99.5;Yes;Yes;Month-to-month;Yes
7663-RGWBC;Male;1;No;44.15;No;No;Month-to-month;Yes
1120-BMWUB;Female;16;No;53.9;No;No;Month-to-month;No
9124-LHCJQ;Female;1;Yes;85.45;No;No;Month-to-month;Yes
4536-PLEQY;Male;12;No;85.05;No;No;Month-to-month;No
7029-IJEJK;Female;54;No phone service;44.1;No;No;One year;No
8871-JLMHM;Female;68;Yes;90.2;No;Yes;Two year;No
2235-ZGKPT;Female;4;Yes;50.85;No;No;Month-to-month;Yes
3891-PUQOD;Female;1;No;59.2;No;Yes;Month-to-month;Yes
5447-VYTKW;Male;27;No;53.45;No;No;Month-to-month;No
3623-FQBOX;Male;21;No;19.95;No internet service;No internet service;Month-to-month;No
0689-NKYLF;Male;13;No;83.2;Yes;Yes;Month-to-month;Yes
8659-HDIYE;Female;64;Yes;74.65;No;Yes;Month-to-month;No
3658-KIBGF;Female;1;No;54.9;No;No;Month-to-month;Yes
3474-BAFSJ;Male;57;No phone service;57.5;Yes;Yes;Two year;No
5519-YLDGW;Female;21;Yes;103.9;Yes;Yes;Month-to-month;Yes
3865-ZFZIB;Male;19;No;19.65;No internet service;No internet service;Two year;No
1855-AGAWH;Male;31;No;93.8;Yes;Yes;One year;No
7109-CQYUZ;Male;52;Yes;89.25;Yes;Yes;Two year;No
1370-GGAWX;Female;46;Yes;94.15;No;Yes;One year;No
4680-KUTAJ;Female;11;Yes;55.6;No;No;Month-to-month;No
5307-UVGNB;Female;53;No phone service;48.7;No;Yes;Month-to-month;No
4946-EDSEW;Female;11;No;19.25;No internet service;No internet service;Month-to-month;No
2883-ILGWO;Male;57;Yes;104.9;Yes;No;Month-to-month;No
2516-VQRRV;Female;2;Yes;75.45;No;No;Month-to-month;Yes
7580-UGXNC;Female;2;No;54.85;No;No;Month-to-month;Yes
3642-BYHDO;Female;71;No;19.9;No internet service;No internet service;Two year;No
9629-NHXFW;Female;1;No;19.4;No internet service;No internet service;Month-to-month;Yes
2696-RZVZW;Male;68;Yes;25.05;No internet service;No internet service;Two year;No
5766-FTRTS;Male;72;No;84.45;Yes;Yes;Two year;No
0396-HUJBP;Female;2;No;19.3;No internet service;No internet service;Month-to-month;Yes
5178-LMXOP;Male;1;Yes;95.1;Yes;No;Month-to-month;Yes
8879-ZKJOF;Female;41;No;79.85;Yes;Yes;One year;No
6285-FTQBF;Male;72;Yes;25.55;No internet service;No internet service;Two year;No
8185-UPYBR;Male;6;Yes;75.5;No;No;Month-to-month;Yes
4585-HETAI;Female;4;No;73.75;No;Yes;Month-to-month;Yes
7526-BEZQB;Male;12;Yes;96.05;Yes;No;Month-to-month;Yes
1474-JUWSM;Female;58;Yes;68.4;No;No;One year;No
3530-CRZSB;Female;7;No;20.65;No internet service;No internet service;Month-to-month;No
8498-XXGWA;Female;65;No;55.15;No;Yes;Month-to-month;No
9617-INGJY;Male;1;No;70.6;No;No;Month-to-month;Yes
0621-TSSMU;Male;56;No;19.95;No internet service;No internet service;One year;No
7234-KMNRQ;Male;4;No;19;No internet service;No internet service;Month-to-month;Yes
7636-PEPNS;Female;58;No;44.1;No;No;One year;No
4683-WYDOU;Male;62;Yes;107.6;Yes;Yes;Two year;No
9052-DHNKM;Male;26;Yes;61.55;No;No;One year;No
6794-HKIAJ;Male;62;Yes;90.7;No;Yes;Month-to-month;No
5578-NKCXI;Female;58;No;99.25;Yes;No;One year;No
1642-HMARX;Female;68;Yes;91.7;Yes;Yes;Two year;No
3096-WPXBT;Female;61;Yes;100.7;No;Yes;One year;No
8434-PNQZX;Female;42;Yes;78.45;Yes;Yes;Two year;No
5950-AAAGJ;Male;18;Yes;84.3;Yes;No;Month-to-month;No
4299-OPXEJ;Female;56;No;19.55;No internet service;No internet service;Two year;No
4951-UKAAQ;Female;4;Yes;88.95;No;No;Month-to-month;Yes
9618-LFJRU;Female;4;No;20.45;No internet service;No internet service;Month-to-month;Yes
6693-DJWTY;Female;35;No;55.6;No;No;One year;No
0744-GKNGE;Female;64;Yes;86.8;No;No;Month-to-month;No
6447-EGDIV;Female;31;No;20.95;No internet service;No internet service;One year;No
1167-OYZJF;Female;67;No;20.05;No internet service;No internet service;Two year;No
2108-YKQTY;Female;4;No;50.7;No;No;Month-to-month;Yes
4806-DXQCE;Female;70;Yes;113.65;Yes;Yes;Two year;No
4918-QLLIW;Male;3;No;53.4;Yes;No;Month-to-month;Yes
7056-IMHCC;Male;53;Yes;101.9;Yes;No;Month-to-month;No
4854-SSLTN;Male;2;No;59.5;No;No;Two year;No
5294-DMSFH;Female;29;No;87.8;Yes;No;Month-to-month;No
4837-PZTIC;Female;47;No phone service;41.9;No;Yes;Two year;No
1625-JAIIY;Female;68;Yes;83;Yes;No;One year;No
0603-OLQDC;Male;12;No;69.85;Yes;No;Month-to-month;No
3272-VUHPV;Female;8;No;56.3;No;No;Month-to-month;No
4176-FXYBO;Male;54;Yes;109.55;Yes;Yes;Month-to-month;No
1063-DHQJF;Male;69;No;92.15;Yes;No;Two year;No
8663-UPDGF;Female;26;Yes;69.5;Yes;No;Month-to-month;No
6719-FGEDO;Female;72;Yes;97;No;Yes;Two year;No
1837-YQUCE;Female;70;No phone service;58.35;Yes;Yes;Two year;No
2947-DOMLJ;Male;1;No;50.6;No;No;Month-to-month;Yes
4112-LUEIZ;Male;10;No;89.5;Yes;No;Month-to-month;Yes
0369-ZGOVK;Female;28;No;70.4;No;No;One year;No
4510-HIMLV;Male;1;No;69.8;No;No;Month-to-month;Yes
9919-KNPOO;Female;21;Yes;94.3;Yes;No;Month-to-month;No
8749-JMNKX;Male;51;Yes;93.8;Yes;Yes;Month-to-month;No
7872-BAAZR;Female;53;No;19.55;No internet service;No internet service;One year;No
9391-LMANN;Male;53;No;95.95;No;Yes;One year;No
2430-USGXP;Male;24;Yes;101.05;Yes;Yes;Month-to-month;Yes
8174-TBVCF;Female;70;Yes;94.8;Yes;Yes;Two year;No
1698-XFZCI;Male;61;Yes;107.75;Yes;Yes;One year;No
1877-HKBQX;Female;11;No;54.6;No;No;One year;No
4450-DLLMH;Male;2;No;71.3;No;No;Month-to-month;Yes
0428-AXXLJ;Male;25;No;19.5;No internet service;No internet service;One year;No
2746-DIJLO;Female;41;Yes;56.3;No;No;One year;No
5955-ERIHD;Male;18;Yes;94.7;Yes;No;Month-to-month;Yes
0917-EZOLA;Male;72;Yes;104.15;Yes;Yes;Two year;No
3508-VLHCZ;Female;71;Yes;90.55;Yes;Yes;Two year;No
4086-ATNFV;Female;34;No;60.8;No;Yes;One year;No
0468-YRPXN;Male;29;No;98.8;Yes;Yes;Month-to-month;No
5996-NRVXR;Male;40;No;98.15;Yes;Yes;One year;No
3739-YBWAB;Male;36;No phone service;35.35;No;Yes;One year;No
7047-FWEYA;Female;46;Yes;103.15;Yes;No;One year;No
2000-MPKCA;Female;58;Yes;107.75;Yes;Yes;One year;No
9762-YAQAA;Male;39;Yes;81.4;No;No;One year;No
5949-EBSQK;Male;4;No;61.45;No;No;Month-to-month;Yes
5473-KHBPS;Female;52;Yes;95.7;Yes;Yes;One year;No
0100-DUVFC;Male;70;Yes;104.8;Yes;Yes;One year;No
5397-TUPSH;Male;65;No;70.95;No;No;One year;No
8950-MTZNV;Male;1;No;44.95;No;No;Month-to-month;Yes
0326-VDYXE;Female;70;Yes;97.65;Yes;Yes;One year;No
6773-LQTVT;Female;29;No phone service;35.65;No;Yes;Month-to-month;No
7274-RTAPZ;Male;1;No;90.55;Yes;No;Month-to-month;Yes
0436-TWFFZ;Female;67;Yes;85.25;Yes;Yes;Two year;No
8566-YPRGL;Female;1;No;19.5;No internet service;No internet service;Month-to-month;Yes
0311-UNPFF;Female;26;No;88.8;Yes;No;Month-to-month;Yes
6609-MXJHJ;Female;30;Yes;25.1;No internet service;No internet service;Two year;No
2669-OIDSD;Female;48;No;100.05;Yes;Yes;Month-to-month;No
8400-WZICQ;Female;55;No;55.7;No;No;Month-to-month;No
3834-XUIFC;Male;7;Yes;85.2;No;No;Month-to-month;Yes
9576-SYUHJ;Male;37;Yes;91.15;Yes;No;Month-to-month;No
0410-IPFTY;Female;31;No;83.85;No;No;Month-to-month;No
2831-EBWRN;Male;4;No;45.9;No;No;Month-to-month;Yes
9430-NKQLY;Male;72;Yes;25.1;No internet service;No internet service;Two year;No
8414-MYSHR;Male;5;No;91.4;Yes;No;Month-to-month;Yes
0247-SLUJI;Male;1;No;19.7;No internet service;No internet service;Month-to-month;Yes
9402-ORRAH;Female;15;No;91.5;Yes;No;Month-to-month;No
6483-OATDN;Male;8;No;51.3;No;No;Month-to-month;No
1293-HHSHJ;Female;35;No;21.1;No internet service;No internet service;One year;No
4840-ORQXB;Female;56;Yes;104.75;Yes;Yes;Month-to-month;No
7599-FKVXZ;Male;42;Yes;106.15;Yes;Yes;Month-to-month;Yes
3982-DQLUS;Male;65;Yes;85.75;No;No;Month-to-month;No
8610-ZIKJJ;Female;2;No;20.3;No internet service;No internet service;One year;No
3756-VNWDH;Male;65;Yes;100.75;Yes;No;One year;No
7801-KICAO;Female;18;Yes;74.15;No;No;Month-to-month;No
7673-LPRNY;Female;23;Yes;78.55;Yes;Yes;One year;No
8229-TNIQA;Female;4;No;45.3;No;No;Month-to-month;Yes
6060-QBMGV;Male;70;No;19.85;No internet service;No internet service;Two year;No
7339-POGZN;Female;4;Yes;50.7;No;No;Month-to-month;Yes
2828-SLQPF;Male;19;No;45;No;No;Month-to-month;No
4465-VDKIQ;Female;18;No;77.8;No;Yes;Month-to-month;No
2921-XWDJH;Female;38;No;83.45;No;No;Month-to-month;No
6221-AVQYL;Male;2;Yes;73.25;No;No;Month-to-month;Yes
2558-BUOZZ;Male;47;Yes;94.8;Yes;No;One year;No
9257-AZMTZ;Female;52;No;20.1;No internet service;No internet service;Two year;No
0003-MKNFE;Male;9;Yes;59.9;No;No;Month-to-month;No
0975-UYDTX;Female;26;Yes;90.1;Yes;Yes;One year;No
7743-EXURX;Male;8;No;51.05;No;Yes;Month-to-month;No
4682-BLBUC;Male;44;No;70.95;Yes;Yes;One year;No
0975-VOOVL;Female;3;No phone service;29.2;No;No;Month-to-month;No
5968-VXZLG;Male;2;No;46.6;No;No;Month-to-month;Yes
5569-KGJHX;Female;9;Yes;85.35;Yes;No;Month-to-month;Yes
4988-IQIGL;Male;1;Yes;75.35;No;No;Month-to-month;Yes
5201-FRKKS;Male;25;No;74.3;No;No;Month-to-month;No
9799-CAYJJ;Female;2;No;69.3;No;No;Month-to-month;Yes
7730-IUTDZ;Male;43;No;75.2;No;No;Month-to-month;Yes
0426-TIRNE;Female;1;No;20.9;No internet service;No internet service;Month-to-month;Yes
5443-SCMKX;Female;58;Yes;94.3;No;Yes;One year;No
8295-KMENE;Female;59;Yes;76.45;Yes;Yes;Two year;No
6738-ISCBM;Male;44;No phone service;54;Yes;Yes;One year;No
9821-BESNZ;Male;66;Yes;104.25;Yes;No;One year;No
3678-MNGZX;Male;68;No;19.95;No internet service;No internet service;Two year;No
1335-NTIUC;Male;9;No phone service;24.95;No;No;Month-to-month;No
2916-BQZLN;Male;19;Yes;84.75;No;Yes;Month-to-month;No
4558-CGYCZ;Male;4;No;19.75;No internet service;No internet service;Month-to-month;Yes
2368-GAKKQ;Female;70;Yes;113.65;Yes;Yes;Two year;No
8710-YGLWG;Male;1;No;44.9;No;No;Month-to-month;Yes
3199-XGZCY;Female;8;Yes;75.25;No;No;Month-to-month;No
3785-KTYSH;Male;53;Yes;24.6;No internet service;No internet service;Two year;No
6814-ZPWFQ;Male;51;Yes;25;No internet service;No internet service;One year;No
4063-EIKNQ;Male;11;No;20.95;No internet service;No internet service;Month-to-month;No
6993-YCOBK;Male;60;Yes;110.6;Yes;Yes;Two year;No
5206-HPJKM;Male;17;No;55.5;No;No;Month-to-month;No
7587-RZNME;Male;3;No;43.3;No;No;Month-to-month;Yes
0748-RDGGM;Male;70;No;109.5;Yes;Yes;One year;No
8393-JMVMB;Male;1;No;19.45;No internet service;No internet service;Month-to-month;Yes
5019-GQVCR;Male;43;Yes;84.85;Yes;No;Month-to-month;No
6036-TTFYU;Female;16;No;19.6;No internet service;No internet service;Month-to-month;No
2550-AEVRU;Female;57;No;53.45;No;No;One year;No
0969-RGKCU;Male;37;No;19.8;No internet service;No internet service;One year;No
0378-CJKPV;Female;72;Yes;112.1;Yes;Yes;Two year;No
4706-AXVKM;Female;11;Yes;84.8;No;No;Month-to-month;Yes
5889-JTMUL;Female;50;Yes;95.05;Yes;Yes;Month-to-month;No
9026-RNUJS;Male;5;No;50.35;No;Yes;Month-to-month;Yes
3746-EUBYR;Male;1;Yes;74.6;No;No;Month-to-month;Yes
2332-EFBJY;Male;16;No;19.7;No internet service;No internet service;Month-to-month;No
2880-FPNAE;Male;2;No;74.2;No;Yes;Month-to-month;Yes
1703-MGIAB;Female;17;Yes;69;Yes;Yes;Month-to-month;No
4311-QTTAI;Female;16;No;19.35;No internet service;No internet service;One year;No
9474-PHLYD;Female;15;No;59.45;No;Yes;Month-to-month;No
4318-RAJVY;Female;10;No;19.8;No internet service;No internet service;One year;No
2165-VOEGB;Female;46;No;105.2;Yes;No;One year;No
3612-YUNGG;Male;64;Yes;109.2;Yes;Yes;Two year;No
2254-DLXRI;Female;1;Yes;79.15;No;No;Month-to-month;Yes
5062-CJJKH;Male;25;No;53.65;No;Yes;One year;No
9028-LIHRP;Male;71;No;100.2;Yes;Yes;Two year;No
2219-MVUSO;Male;8;No;45.15;No;No;Month-to-month;No
1053-MXTTK;Female;72;No;108.65;Yes;Yes;Two year;No
1530-ZTDOZ;Female;49;No phone service;40.65;Yes;No;Month-to-month;No
1301-LOPVR;Male;29;No phone service;55.35;No;Yes;One year;No
0853-TWRVK;Male;72;Yes;105.6;No;Yes;Two year;No
8914-RBTSB;Male;31;Yes;93.8;Yes;Yes;Month-to-month;Yes
6212-ATMLK;Female;50;Yes;95.7;Yes;No;Month-to-month;No
8200-LGKSR;Male;71;Yes;83.2;Yes;Yes;Two year;No
